Produto,peso,Preço,Categoria,Estoque,Descrição,SKU,Imagem
Máscara Matizadora Silver EcoBelle 300g,300g,50,Máscaras,Em estoque,"Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.",5TSEQNH4V,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-matizadora-silver-ecobelle-300g-647a24e908e55-large.png
Máscara NutriSim Bela Pro 300 g,300 g,36,Bela Pro,Em estoque,"A linha Nutrisim Bela Pro foi desenvolvida com os mais poderosos ativos naturais para nutrir e revitalizar os fios secos, fracos ou quebradiços. A Manteiga de Karité presente na formulação contém Vitamina E com ação antioxidante, que remove células mortas e funciona como um excelente emoliente para os fios. Sua propriedade umectante auxilia na absorção e retenção da umidade dos cabelos. Outro poderoso ativo natural presente na composição é o Óleo de Coco rico em ácidos graxos e proteínas que ajudam no fortalecimento dos fios e protege contra a perda de proteína da fibra capilar, além de ter um alto poder de combate à pontas secas. Essa combinação de elementos é o que resulta em fios nutridos, macios e com brilho intenso, digno de salão de beleza!",V4M66277J,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-nutrisim-bela-pro-300-g-653736f43e10a-large.png
Máscara Pimenta Rosa Eco Belle 250 g,250 g,50,Máscaras,Em estoque,"A Máscara Pimenta Rosa Eco Belle faz parte de uma linha completa tendo como ativo o óleo de Pimenta Rosa proporcionando vários benefícios para os cabelos. Rica em vitaminas A, B1, B6, C e ácido fólico, dão aos cabelos brilho e força à medida que a capsaicina, outro composto do maravilhoso óleo de pimenta rosa, auxilia no crescimento dos fios por estimular a circulação do sangue e irrigar o bulbo capilar. Com esse misto de benefícios o resultado é de cabelos sedosos, cheios e com muito brilho!",49DXSAXM5,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-pimenta-rosa-eco-belle-250-g-64ef8eaa287f7-large.png
Máscara Reestruturadora EcoBelle 2 kg,2 kg,150,Máscaras,Em estoque,"A Máscara Reestruturadora EcoBelle foi formulada com óleo de ojon, argan e macadâmia que reparam em profundidade e nutre a fibra desvitalizada com tripla ação para cabelos muito danificados. Repara e nutre profundamente as zonas mais sensibilizadas. Devolve o brilho e a maciez dos fios danificados proporcionando cabelos sedosos e hidratados.",WBZA7Q6LP,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-reestruturadora-ecobelle-2-kg-64f2132cc36ca-large.png
Máscara Silver Platinum Bela Pro 300 g,300 g,40,Bela Pro,Em estoque,"A linha Silver Platinum Bela Pro foi especialmente desenvolvida para cabelos loiros, descoloridos, com mechas ou grisalhos. Sua fórmula possui o poderoso Jaracol Violet 43 que tem a exclusiva propriedade de ocultar as matizes amarelas nos cabelos desbotados. O extrato de Macadâmia auxilia no condicionamento e hidratação deixando os cabelos mais emolientes. Resultado: Cabelos mais iluminados e macios!",ZHX85TBZS,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/mascara-silver-platinum-bela-pro-300-g-653733904fd23-large.png
Óleo de Argan EcoBelle 60 mL,60 mL,69,Finalizadores,Em estoque,"Repara as pontas, nutre os cabelos e combate o frizz. Ajuda a selar as cuticulas e amaciar os fios, deixando-os mais brilhantes e sedosos.",EJL97KLUE,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/oleo-de-argan-ecobelle-60-ml-6669cd45b4fdb-large.png
Óleo de Ojon EcoBelle 60 mL,60 mL,69,Finalizadores,Em estoque,"Desenvolvido especialmente para tratar os fios danificados, lubrificando e reparando os danos. O Ojon em seu estado natural possui vitamina E, Ômega 3,6,7 e 9 que ajudam a retardar o envelhecimento, nutrindo e reconstruindo a fibra capilar.",KSD694YBA,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/oleo-de-ojon-ecobelle-60-ml-650dc4147e0dd-large.png
Óleo de Ojon EcoBelle 7 mL,7 mL,"12,98",Finalizadores,Em estoque,"Desenvolvido especialmente para tratar os fios danificados, lubrificando e reparando os danos. O Ojon em seu estado natural possui vitamina E, Ômega 3,6,7 e 9 que ajudam a retardar o envelhecimento, nutrindo e reconstruindo a fibra capilar. Na versão 7 mL você pode umectar seus cabelos onde quer que esteja!",P7VJ56493,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/oleo-de-ojon-ecobelle-7-ml-6927aa0e8a72d-large.png
Oxidante Cremoso - OX 05 Vol - Shine Express,,47,Shine Express,Em estoque,"Emulsão reveladora OX 05 volumes desenvolvida para atuar em perfeita sinergia com a Shine Express Coloração, auxiliando na uniformidade da cor e na camuflagem dos fios brancos com resultado natural e brilho intenso.Sua formulação cremosa proporciona aplicação prática, melhor espalhabilidade e ação suave nos fios, ajudando a preservar a maciez e o aspecto saudável do cabelo.*Uso Profissional","2KX6UEZPA,W5C2TV75D",https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/oxidante-cremoso-ox-05-vol-shine-express-900-ml-6a0e231aee541-large.png
Perfume Capilar EcoBelle 50 mL,50 mL,"84,99",Finalizadores,Em estoque,"Sensorial e Beleza dos FiosProporciona brilho imediatoAjuda a eliminar o frizzPromove toque sedoso e maciezRealça a luminosidade natural dos fiosPerfuma os cabelos ao longo do diaDeixa os fios com aparência saudável e leveProporciona sensação refrescante Tecnologia BifásicaFórmula bifásica de rápida absorção﻿Combinação perfeita entre fase hidratante e fase perfumante Modo de uso: Agite, borrife o perfume capilar EcoBelle à uma distância de 20 cm dos fios, nos cabelos úmidos ou secos, antes ou depois do processo de escovação. Ou também, se preferir, borrife o perfume capilar na escova e depois penteie os cabelos normalmente. Pode ser usado quantas vezes sentir necessidade.",NJTFJ9RNF,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/perfume-capilar-ecobelle-50-ml-6927b598619ae-large.png
Perfume Femme Doèden 52 ml,52 ml,120,Perfumes,Em estoque,"Perfumes Feminimos com mais de 30% de essência (Parfum), inspirados em:Nº 2 - Inspiração SabahNº 4 - Inspiração Good GirlNº 6 - Inspiração Yara LattafaNº 8 - Inspiração La Vie Est BelleNº 10 - Inspiração Scandal","274SF4RTH,GN5Q8SPMD,HYEXDB6P8,V88M4ES7F,NLYGX34L2",https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/perfume-femme-doeden-52-ml-no-2-6a0e16be8fa4d-large.png
Perfume Homme DoÈden 52 ml,52 ml,210,Perfumes,Em estoque,"Perfumes Masculinos com mais de 30% de essência (Parfum), inspirados em:Nº 1 - Perfume ExclusivoNº 3 - Inspiração One MillionNº 5 - Inspiração SauvageNº 7 - Inspiração PhantonNº 9 - Inspiração AsadNº 11 - Inspiração Vip BlackNº 13 - Inspiração Armani Code","QCK7BF7V2,FLGSPN5SX,63FVNCGCY,QDJWRKCCN,EL5CVSPWX,NHTPV5WRS,2PKRCZKKZ",https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/perfume-homme-doeden-52-ml-no-1-6a0e180ddd8d1-large.png
Pó Descolorante Capilar Blue EcoBelle 500g,500g,105,Blond Hair,Em estoque,"Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.",7HRBA34L7,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/po-descolorante-capilar-profissional-eco-belle-500g-646d07a1b283e-large.png
Pó Descolorante White 500 g,500 g,105,Blond Hair,Em estoque,"Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.",BPBFTQ6K6,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/po-descolorante-white-500-g-646d08105d7c4-large.png
Queratina em Gel Keracap EcoBelle 120 mL,120 mL,"41,99",S.O.S Cauterização,Em estoque,"Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.",HZMGEJ3T4,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/queratina-em-gel-keracap-ecobelle-120-ml-6927a82953c3f-large.png
Recondicionador Galão EcoBelle 5L,5L,120,Econômica,Em estoque,"Grupo EcoBelle: A beleza natural, social e ambiental. Transbordando amor e empreendedorismo.",63KEV2FBA,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/recondicionador-galao-ecobelle-5l-6927ac60325d3-large.png
Recondicionador Manutenção Lama La Boue EcoBelle 300 mL,300 mL,40,Condicionador,Em estoque,"Recondicionador Remineralizante La Boue Eco Belle 300 mL foi desenvolvido com agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos deixadas pelo shampoo, capazes de condicionar os fios, promovendo alta hidratação e suavidade por possuírem uma estrutura diferenciada. Além dos catiônicos, o condicionador possui agentes emolientes, que promovem o condicionamento da fibra durante a aplicação; aditivos funcionais e uma fragrância diferenciada, usada para nos cabelos um perfume agradável após o tratamento. Modo de Uso: Aplicar na palma da mão uma pequena quantidade de produto, em seguida, distribuir uniformemente nos cabelos realizando uma massagem com as pontas dos dedos para cobrir o comprimento e as pontas, evitando o couro cabeludo, deixar agir por alguns minutos e enxaguar.",8AJ7SPN32,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/recondicionador-manutencao-lama-la-boue-ecobelle-300-ml-6927b2d5f392f-large.png
Reparador de Pontas Coco & Camomila By Vitória Lima 60 mL,60 mL,69,Finalizadores,Em estoque,"O REPARADOR DE PONTAS da linha Coco &amp; Camomila, foi desenvolvido para dar a finalização perfeita nos cabelos. Ele possui um toque leve, o que é ideal para que não pese os fios e os deixem alinhados, com brilho e soltinhos.",JKHS7FKJ9,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/reparador-de-pontas-coco-camomila-by-vitoria-lima-60-ml-667c4fc05a4cb-large.png
Reparador de Pontas Eco Belle 60 mL,60 mL,69,Finalizadores,Em estoque,"Nutre, protege e proporciona maciez. Ideal para utilização pré-escova, sela as cutículas e prolonga o efeito liso. Pode ser usado como finalizador de penteado, realça o brilho e elimina o frizz.",7SBBKXLX2,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/reparador-de-pontas-eco-belle-60-ml-650dbfa22de3d-large.png
Selante Capilar La Boue Blanc Eco Belle 500ml,500ml,100,Finalizadores,Em estoque,Produto de última geração em Cosmético Profissional. O Selante Capilar La Boue Blanc Eco Belle contém ativos de alta tecnologia que selam os fios e devolvem as vitaminas perdidas em processos químicos e outras agressões diárias. Contém PCA Sódico e Arginina que agem protegendo a cor dos fios. Resultado: Cabelos nutridos e protegidos.,KXXWAV2AT,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/selante-capilar-la-boue-blanc-eco-belle-500ml-6479f7e7266a2-large.png
Selante Capilar La Boue Verte EcoBelle Verte 500ml,500ml,100,Finalizadores,Em estoque,O Selante Capilar La Boue Verte Eco Belle é um produto de última geração em Cosmético Profissional. Contém ativos de alta tecnologia que selam os fios e devolvem as vitaminas perdidas em processos químicos e outras agressões diárias. Contém PCA Sódico e Arginina que agem protegendo a cor dos fios. Os Polímeros Multifuncionais promovem alto teor lipídico aos fios tornando-os luminosos. Ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Produto que atua como condicionante e restaurador dos fios.,ZYUKCQGVL,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/selante-capilar-la-boue-verte-ecobelle-verte-500ml-647a0016e584e-large.png
Selante La Boue Mastic Noir Eco Belle 300ml,300ml,60,Finalizadores,Em estoque,"Selante Mastic Noir Eco Belle 300 mL Sua fórmula de alta tecnologia, sela os fios e proporciona aos cabelos um tratamento de alta performance, promovendo a proteção da cor dos fios. Sela a cutícula promovendo um alto brilho. Remove a porosidade causada por processos químicos que desestruturam a fibra capilar. Com a inovação tecnológica de ativo como o CMC capilar, que trata os fios intensamente deixando-os com aspecto de permeabilidade à água similar ao cabelo virgem. Com ativos de alta tecnologia, PCA sódico e Arginina: promove a proteção da cor dos fios. Ceramida: alta capacidade de hidratação e melhora a coesão das células na cutícula, recuperando as estruturas danificadas. Cisteína: importante aminoácido para saúde dos cabelos, rico em enxofre e essencial na formação da queratina. Polímeros multifuncionais: ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após o tratamento.Modo de uso: Após a aplicação e enxágue da La Boue Dossie Noir, seguir com o passo 3 Aplique o La Boue Mastic Noir, massageando os fios intensamente. Deixe agir por 10 minutos, enxágue abundantemente e seque com secador como de costume. Para um cuidado mais profundo, aplique regularmente. Produtos Relacionados",56RC8P9G4,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/selante-la-boue-mastic-noir-eco-belle-300ml-647a2699829b2-large.png
Selante La Boue Mastic Noir Eco Belle 500ml,500ml,100,Finalizadores,Em estoque,"Selante Mastic Noir Eco Belle 500 mL Sua fórmula de alta tecnologia, sela os fios e proporciona aos cabelos um tratamento de alta performance, promovendo a proteção da cor dos fios. Sela a cutícula promovendo um alto brilho. Remove a porosidade causada por processos químicos que desestruturam a fibra capilar. Com a inovação tecnológica de ativo como o CMC capilar, que trata os fios intensamente deixando-os com aspecto de permeabilidade à água similar ao cabelo virgem. Com ativos de alta tecnologia, PCA sódico e Arginina: promove a proteção da cor dos fios. Ceramida: alta capacidade de hidratação e melhora a coesão das células na cutícula, recuperando as estruturas danificadas. Cisteína: importante aminoácido para saúde dos cabelos, rico em enxofre e essencial na formação da queratina. Polímeros multifuncionais: ajudam a fixação dos ativos proteicos e minerais em toda a extensão da fibra capilar. Possui também em sua composição agentes catiônicos necessários para equilibrar as cargas estáticas dos cabelos, capazes de condicionar os fios, promovendo alta hidratação e suavidade, agentes emolientes, que promovem o condicionamento da fibra durante a aplicação, aditivos funcionais e uma fragrância diferenciada, usada para atrair os consumidores e deixar nos cabelos um perfume agradável após o tratamento.Modo de uso: Após a aplicação e enxágue da La Boue Dossie Noir, seguir com o passo 3 Aplique o La Boue Mastic Noir, massageando os fios intensamente. Deixe agir por 10 minutos, enxágue abundantemente e seque com secador como de costume. Para um cuidado mais profundo, aplique regularmente.",LWHSMBHAQ,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/selante-la-boue-mastic-noir-eco-belle-500ml-647a2745d0429-large.png
Sérum facial Luminilift Niacinamida EcoBelle Skin 30 ml,30 ml,129,EcoBelle Skin,Em estoque,"O Sérum Luminilift - Niacinamide 10% - da Ecobelle skin foi desenvolvido para auxiliar na rotina de cuidados da pele, ajudando a melhorar a aparência de manchas visíveis e promovendo um aspecto mais uniforme e iluminado. Auxilia na uniformização do tom da pele Ajuda a reduzir a aparência de marcas e manchas Controle de oleosidade Textura leve e confortável Indicado para todos os tipos de pele Dermatologicamente testado Com teste de eficácia.",QL837JGAJ,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/serum-facial-luminilift-niacinamida-ecobelle-skin-30-ml-6a0e0a2144630-large.png
Sérum HidraSim Bela Pro 60 mL,60 mL,"45,9",Bela Pro,Em estoque,"Sérum reparador HidraSim Bela Pro nutre e combate danos como o frizz e surgimento de pontas duplas. Proporciona alinhamento das cutículas e impede aspecto pesado nos fios. Seu cabelo fica leve e com balanço natural. Pode ser usado com cabelos úmidos ou secos, pré ou pós calor de secadores capilares.",ZKDQ2Y47Q,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/serum-hidrasim-bela-pro-60-ml-65373b13d9e71-large.png
Shampoo Coco & Camomila by Vitória Lima EcoBelle - 300 mL,300 mL,35,Shampoo ,Em estoque,"A linha Coco &amp; Camomila by Vitória Lima EcoBelle foi desenvolvida com esses dois maravilhosos ativos que proproporcionam juntos luminosidade e maciez aos cabelos. A camomila traz muitos benefícios aos fios além do brilho e luminosidade natural, acalma e refresca o couro cabeludo ao passo que faz uma limpeza delicada. Além disso as propriedades da camomila ajudam no processo de nutrição e hidratação, revitalizando os fios. Já o poderoso óleo de coco, presente nessa formulação, deixa os fios extremamente macios, penetra na fibra capilar, devolvendo os nutrientes que os cabelos precisam para fugir do aspecto ressecado.",Z3ND3HEVB,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/shampoo-coco-camomila-by-vitoria-lima-ecobelle-300-ml-667ac95c76b57-large.png
Shampoo Curlys Cachos Bela Pro 300 mL,300 mL,22,Bela Pro,Em estoque,"Fórmula desenvolvida especialmente para os cabelos cacheados que precisam de cuidados diários. Ele limpa sem agredir os fios. Com fragrância suave, permite que você cuide dos seus cachos em casa e obtenha resultado de salão!",W35UTMS43,https://images.yampi.me/assets/stores/grupo-ecobelle/uploads/images/shampoo-curlys-cachos-bela-pro-300-ml-653725d249142-large.png
